number of workers affected,type of workers,workers affected working sector,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 215 , N/A , Housing ,"As per the PDMA situation report on 25th July 2022 1458 Houses has completed damaged, 215 has partially damaged, 75 large Ruminant has died and 42 KM roads has been damaged.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
" 3,953 ", N/A , Housing ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
             15566          ,     Unknown     ,  Housing       ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
             2832           ,     Unknown     ,  Housing       ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 177 , Men , Not applicable ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 77 , Children , Not applicable ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 500 , Not applicable (injuries) , Not applicable ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 419 , Not applicable (fatalities) , Not applicable ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 168 , Women , Not applicable ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 251 , Men , Not applicable ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 155 , Women , Not applicable ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 94 , Children , Not applicable ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
" 24,420                    ", Animals        , Agriculture    ,"As per NDMA updated report 34,940 houses has been damaged (including 28,226 fully and 6,714 partially
damaged), moreover, 977 KM roads infrastructures has vanished, 61 Bridges are collapsed, 12 shops has been
destructed and 24,420 animals also perished.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 9 , Construction workers , Housing ,"Due to rain, 3x houses fully and 9x houses partially damaged and 03x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 3 , Cattle farmers , Livestock ,"Due to rain, 3x houses fully and 9x houses partially damaged and 03x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 2                         , Children       , Not applicable    ,"Due to rain, 01x female and 01x child died, 02x females and 02x children injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
             9             , Children         , Not Applicable ,"Due to heavy rain, 09x children injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
1,Male,,"Due to rain, 01x male dead and 01x house partially & 01 house fully damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , Child , N/A ,"Due to rain, 01x child died and 01x house fully & 05x houses partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 3 , Construction workers , Housing ,"Due to rain, 3x houses fully and 9x houses partially damaged and 03x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 10 , Males and Females , Not specified ,"Due to rain, 04x males died and 04x females, 01x male injured and 02x house partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1                         , Child          , Not applicable    ,"Due to rain, 01x female and 01x child died, 02x females and 02x children injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 13 , Not specified , Housing ,"Due rain, 1 x house collapsed resulting into deaths of 03x males and 07 females, whereas, 02x males injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 4 , Males , Not specified ,"Due to rain, 04x males died and 04x females, 01x male injured and 02x house partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 07 , Women , Housing ,"Due rain, 1 x house collapsed resulting into deaths of 03x males and 07 females, whereas, 02x males injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 02 , Men , Housing ,"Due rain, 1 x house collapsed resulting into deaths of 03x males and 07 females, whereas, 02x males injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 2                         , Females        , Not applicable    ,"Due to rain, 01x female and 01x child died, 02x females and 02x children injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 03 , Men , Housing ,"Due rain, 1 x house collapsed resulting into deaths of 03x males and 07 females, whereas, 02x males injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1                         , Female         , Not applicable    ,"Due to rain, 01x female and 01x child died, 02x females and 02x children injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , Male and 4 , Females ,"Due to rain, 01x male died, 01x male and 04x females injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , Male , Unknown ,"Due to rain, 01x male died, 01x male and 04x females injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , Male , Not specified ,"Due to rain, 04x males died and 04x females, 01x male injured and 02x house partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 4 , Females , Not specified ,"Due to rain, 04x males died and 04x females, 01x male injured and 02x house partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , N/A , N/A ,Heavy rains caused 1 x Death and 1 x FD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 2                          , N/A            , N/A               ,Heavy rains induced flooding caused 2 x Deaths and 14 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 14                         , N/A            , N/A               ,Heavy rains induced flooding caused 2 x Deaths and 14 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 5 , Not specified , Not specified ,Heavy rains caused 4 x Injured and 1 x PD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
        7         ,      FD        , Housing,"Heavy rains caused 2 x Injured, 7 x FD Houses and 20 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
        20        ,      PD        , Housing,"Heavy rains caused 2 x Injured, 7 x FD Houses and 20 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1 , N/A , N/A ,Heavy rains caused 1 x Death and 1 x FD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
             2             ,        FD      , Housing ,Heavy rains caused 2 x FD Houses and 4 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1 , Casualty , N/A ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 2                , -              , -      ,"Heavy rains caused 2 x Deaths, 3 x Injured, 1 x FD House, 6 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
             4             ,        PD      , Housing  ,Heavy rains caused 2 x FD Houses and 4 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 3 , Workers (unknown type) , Religious ,"Due to heavy rains, wall of mosque collapsed causing 3 x Deaths and 19 x Injuries.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 19 , Workers (unknown type) , Religious ,"Due to heavy rains, wall of mosque collapsed causing 3 x Deaths and 19 x Injuries.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1                          , Not mentioned   , Not mentioned ,"Due to heavy rains 1 x Death, 1 x Injured and 1 x PD House.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1                          , Not mentioned   , Not mentioned ,"Due to heavy rains 1 x Death, 1 x Injured and 1 x PD House.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1                          , Not mentioned   , Not mentioned ,"Due to heavy rains 1 x Death, 1 x Injured and 1 x PD House.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 3                , -              , -      ,"Heavy rains caused 2 x Deaths, 3 x Injured, 1 x FD House, 6 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
        2         ,      N/A       ,   N/A  ,"Heavy rains caused 2 x Injured, 7 x FD Houses and 20 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1                          , Child          , Not specified  ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 5                          , Not specified  , Not specified  ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2                          , Female         , Not specified  ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2                          , Male           , Not specified  ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2                          , Female         , Not specified  ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 5 , 02x adult and 03x children , N/A ,"18x houses partially damaged and 01x male, 01 female, 01x child dead and 01x female & 03x children injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
        2         ,   Not mentioned ,   -    ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2                , N/A            , N/A     ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 02 , Households , Construction/Real Estate ,District Swat.02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1                , Female         , N/A            ,"Due to heavy rain, 01x house partially damaged and 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             18              ,     Males and Females     , Warehouse ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             4               ,        Females        , Warehouse ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             5               ,         Males         , Warehouse ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             9               ,        Females        , Warehouse ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 05 , Males and Females , Housing ,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 04 , Males , Housing ,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 01 , Female , Housing ,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1                , Male           , Tea-stall ,"Due to heavy rain, following reported: 01x tea-stall damaged, 01x male injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             6             ,     Mixed      ,   Agriculture  ,"01x cattle shed collapsed, 01x male died and 05x males injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             1             ,       Male     ,   Agriculture  ,"01x cattle shed collapsed, 01x male died and 05x males injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             5             ,       Male     ,                ,"01x cattle shed collapsed, 01x male died and 05x males injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 3 , Not specified , Not specified ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2 , 1 male and 1 female , Not specified ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , Not specified , Not specified ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , Homeowner , Housing ,"Due to rains, 01x house fully damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2                          , Male           , Not specified  ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             12            ,       N/A      ,  N/A   ,"Due to heavy rain, 01 male dead and 12x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
             1             ,       Male     ,  N/A   ,"Due to heavy rain, 01 male dead and 12x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 3                , Male workers   , N/A    ,"On 29th July 2022, due to heavy rains, 03x males injured, 04x cattle perished and 06x houses fully & 25 x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
             2              ,      Child     ,  N/A   ,"Due to heavy rains, 02x children injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
             1             ,        Male     ,  N/A   ,"Due to heavy rain, 01x male dead, 07x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
           16              ,    Homeowners  ,   Residential  ,"On 29th July 2022, due to heavy rain 16x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 2                      , Females         , N/A    ,"Due to heavy rains, 02x females injured and 02x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
             1              ,      N/A       ,  N/A   ,"Due to heavy rains, 02x children injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
            1            ,     Child      ,  N/A   ,"Due to heavy rains, 01x child injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 1 , Child , N/A ,"Due to heavy rain, 01x house partially damaged resulting into death of 02x children and injury of 01x child.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
 2 , Children , N/A ,"Due to heavy rain, 01x house partially damaged resulting into death of 02x children and injury of 01x child.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
              2             ,       N/A      ,  N/A   ,"Due to heavy rains, (11th – 15th July), 02x houses partially damaged.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
