Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
            20           ,     Partially Damaged,   Household    ,(1 st Aug 2022) 20x houses partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 9 , Partially Damaged , Household/Residence ,09x houses partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
          4         ,    Fully: 2 <br> Partially: 2     ,   Household  ,0 2 x houses fully & 02x house partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
         1          ,   Fully Damaged   ,    Household     ,1 0 x houses fully & 05x house partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
         5          , Partially Damaged ,    Household     ,1 0 x houses fully & 05x house partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 20 , Fully Damaged , Household ,(26th July- 1st Aug2022) 20x houses fully & 48x house partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 48 , Partially Damaged , Household ,(26th July- 1st Aug2022) 20x houses fully & 48x house partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
        1         ,    Fully      ,     Household    ,01x house fully damaged and 01x male dead.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
" 36,400           ", Damaged                      , Household        ,"536 others have been injured, and more than 36,400 houses were damaged, while more than 24,000 livestock have been lost and more than 950 km of roads damaged.",Pakistan,2022-08-02 10:50:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-pmd-ndma-echo-daily-flash-02-august-2022,
"        2,536       ",       Partially       ,     Household    ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
"         6,042       ",      Partially      ,     Household     ,"Furthermore 23,792 houses has been damaged (including 19450 fully and 6042 partially damaged), moreover, 977 KM roads infrastructures has vanished, 52 Bridges are collapsed, 08 shops has been destructed and 1787 animals has died.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
"       3,953        ",        Damaged        ,     Household    ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 11             , Collapsed        , Bridge           ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
"      23,792         ",      Damaged        ,     Household     ,"Furthermore 23,792 houses has been damaged (including 19450 fully and 6042 partially damaged), moreover, 977 KM roads infrastructures has vanished, 52 Bridges are collapsed, 08 shops has been destructed and 1787 animals has died.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
"        19,450       ",      Destroyed      ,     Household     ,"Furthermore 23,792 houses has been damaged (including 19450 fully and 6042 partially damaged), moreover, 977 KM roads infrastructures has vanished, 52 Bridges are collapsed, 08 shops has been destructed and 1787 animals has died.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 580            , Vanished         , Infrastructure  ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
        977          ,       Vanished      ,       Roads       ,"Furthermore 23,792 houses has been damaged (including 19450 fully and 6042 partially damaged), moreover, 977 KM roads infrastructures has vanished, 52 Bridges are collapsed, 08 shops has been destructed and 1787 animals has died.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
         52          ,      Collapsed      ,        N/A        ,"Furthermore 23,792 houses has been damaged (including 19450 fully and 6042 partially damaged), moreover, 977 KM roads infrastructures has vanished, 52 Bridges are collapsed, 08 shops has been destructed and 1787 animals has died.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
         8           ,      Destroyed      ,       Shops       ,"Furthermore 23,792 houses has been damaged (including 19450 fully and 6042 partially damaged), moreover, 977 KM roads infrastructures has vanished, 52 Bridges are collapsed, 08 shops has been destructed and 1787 animals has died.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
"        1,787        ",      Destroyed      ,       Animals     ,"Furthermore 23,792 houses has been damaged (including 19450 fully and 6042 partially damaged), moreover, 977 KM roads infrastructures has vanished, 52 Bridges are collapsed, 08 shops has been destructed and 1787 animals has died.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 16698          , Damaged        , Household        ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 15566          , Fully Damaged  , Household        ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 2832           , Partially Damaged , Household      ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
"        1,417       ",         Fully         ,     Household    ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
        16698        ,      Houses      ,       Damaged        ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
       388.5        ,      Vanished/NA      ,      Roads       ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 03                                   , destructed                                   , shops                            ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
         03         ,       Destructed      ,       Shops      ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
         580         ,       Roads      ,       Vanished       ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
         11          ,      Bridges     ,      Collapsed       ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
" 3,953                                ", partially damaged                            , houses                           ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
" 1,417                                ", fully damaged                                , houses                           ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 388.5                                , vanished                                     , kilometers of roads              ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
        15566        ,      Houses      ,       Destroyed      ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 03                                   , collapsed                                   , bridges                          ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
        2832         ,      Houses      ,       Partially Damaged ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
         03         ,       Collapsed       ,     Bridges      ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
" 34,940 ", Damaged , Household ,"As per NDMA updated report 34,940 houses has been damaged (including 28,226 fully and 6,714 partially
damaged), moreover, 977 KM roads infrastructures has vanished, 61 Bridges are collapsed, 12 shops has been
destructed and 24,420 animals also perished.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
" 28,226 ", Fully damaged , Household ,"As per NDMA updated report 34,940 houses has been damaged (including 28,226 fully and 6,714 partially
damaged), moreover, 977 KM roads infrastructures has vanished, 61 Bridges are collapsed, 12 shops has been
destructed and 24,420 animals also perished.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
" 6,714 ", Partially damaged , Household ,"As per NDMA updated report 34,940 houses has been damaged (including 28,226 fully and 6,714 partially
damaged), moreover, 977 KM roads infrastructures has vanished, 61 Bridges are collapsed, 12 shops has been
destructed and 24,420 animals also perished.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 61 , Collapsed , Bridge ,"As per NDMA updated report 34,940 houses has been damaged (including 28,226 fully and 6,714 partially
damaged), moreover, 977 KM roads infrastructures has vanished, 61 Bridges are collapsed, 12 shops has been
destructed and 24,420 animals also perished.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 12 , Destroyed , Shop ,"As per NDMA updated report 34,940 houses has been damaged (including 28,226 fully and 6,714 partially
damaged), moreover, 977 KM roads infrastructures has vanished, 61 Bridges are collapsed, 12 shops has been
destructed and 24,420 animals also perished.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
" 24,420 ", Perished , Animals ,"As per NDMA updated report 34,940 houses has been damaged (including 28,226 fully and 6,714 partially
damaged), moreover, 977 KM roads infrastructures has vanished, 61 Bridges are collapsed, 12 shops has been
destructed and 24,420 animals also perished.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
         34          ,   Partially    ,    Household    ,"Due to rain (29th – 30th July 2022), 34x houses partially damaged and 01x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 3 , Fully Damaged , Household ,"Due to rain, 3x houses fully and 9x houses partially damaged and 03x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 9 , Partially Damaged , Household ,"Due to rain, 3x houses fully and 9x houses partially damaged and 03x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 3 , Perished , Cattle ,"Due to rain, 3x houses fully and 9x houses partially damaged and 03x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
         1           ,    Perished    ,    Cattle       ,"Due to rain (29th – 30th July 2022), 34x houses partially damaged and 01x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
          1          ,          Partially Damaged   ,   Household   ,"Due to rain, 01x male dead and 01x house partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 2                  ," 1 partially, 1 fully       ", Household        ,"Due to rain, 01x male dead and 01x house partially & 01 house fully damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1                  , 1 dead                     , Residence        ,"Due to rain, 01x male dead and 01x house partially & 01 house fully damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 03      , Partially  damaged , Household/Residence ,03x houses partially damaged.,Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 3 , 7 , 2 ,"Due rain, 1 x house collapsed resulting into deaths of 03x males and 07 females, whereas, 02x males injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , Fully Damaged , Household/Residence ,"Due rain, 01x house fully damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , Collapsed , Household ,"Due rain, 1 x house collapsed resulting into deaths of 03x males and 07 females, whereas, 02x males injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
"       29,067       ", Partially Damaged , Household ,"More than 29,067 houses have been partially damaged, and another 7,402 houses have been fully damaged.",Pakistan,2022-08-02 04:19:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-emergency-response-balochistan-pakistan-2022-august-1-2022,
"       7,402        ", Fully Damaged     , Household ,"More than 29,067 houses have been partially damaged, and another 7,402 houses have been fully damaged.",Pakistan,2022-08-02 04:19:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-emergency-response-balochistan-pakistan-2022-august-1-2022,
              1               ,             Roof collapsed                ,      Household   ,"On 31-07-2022, due to heavy rain a roof of a room in the house of Noor Shah s/o Ziyarat Shah r/o peeran Tehsil Batkhela got collapsed.",Pakistan,2022-08-02 00:32:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-1-august-2022-morning,
          1         ,    Damaged         ,   Mosque.        ,"Due to heavy rains, wall of mosque collapsed causing 3 x Deaths and 19 x Injuries.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
         4           ,          Damaged            ,     PD House     ,Heavy rains caused 2 x FD Houses and 4 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 14 , Damaged , FD House ,Heavy rains caused 4 x PD Houses and 14 x FD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 3                            , Injured                                 , Unknown          ,"Due heavy rains, 3 x Injured 2 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 2                            , Unknown                                 , Unknown          ,"Due heavy rains, 3 x Injured 2 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 2                            , Destroyed                               , Residence        ,"Due heavy rains, 3 x Injured 2 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 2                            , Damaged                                 , Household        ,"Due heavy rains, 3 x Injured 2 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
         2           ,          Damaged            ,     FD House     ,Heavy rains caused 2 x FD Houses and 4 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1 , Damaged , Household Residence ,Heavy rains caused 1 x FD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
         13         , Damage ,     PD Houses    ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
         1          , Death  ,   Not Applicable ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1 , Damaged , Household/Residence ,Heavy rains caused 1 x PD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
         5          , Damage ,     FD Houses    ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 4 , Damaged , PD House ,Heavy rains caused 4 x PD Houses and 14 x FD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 20          , Damaged      , PD Houses   ,"Heavy rains caused 2 x Injured, 7 x FD Houses and 20 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 7           , Damaged      , FD Houses   ,"Heavy rains caused 2 x Injured, 7 x FD Houses and 20 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 2           , Injured      , Not a building,"Heavy rains caused 2 x Injured, 7 x FD Houses and 20 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 10                  ," 2 FD, 8 PD                      ", Residence         ,"Heavy rains induced flood caused 1 x Death, 1 x Injured, 2 x FD Houses and 8 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 2                   ," 1 Death, 1 Injured              ", Household         ,"Heavy rains induced flood caused 1 x Death, 1 x Injured, 2 x FD Houses and 8 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 23                           , Damaged/Destroyed , Household/Residence ,Heavy rains caused 23 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 79 , Damaged , PD House ,Heavy rains induced flooding caused 71 x FD Houses and 79 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 71 , Damaged , FD House ,Heavy rains induced flooding caused 71 x FD Houses and 79 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1 , Fully Damaged , Household/Residence ,25x houses partially damaged and 01x house fully damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1                           , Destroyed             , Truss Bridge         ,01x truss bridge washed away.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
