Number of People Mentioned,What Happened,Age,Gender,text,primary_country,date_posted,format,url,NER_extracted_geolocation
         1          ,     Death       ,  N/A  ,  N/A    ,"Due to heavy rains 1 x Death, 1 x Injured and 1 x PD House.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 2           , Damaged Property     , NA  , NA     ,"Due heavy rains, 3 x Injured 2 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 3           , Injured              , NA  , NA     ,"Due heavy rains, 3 x Injured 2 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 13                        , PD Houses     , N/A , N/A    ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 3                            , Deaths        , N/A , N/A    ,"Due to heavy rains, wall of mosque collapsed causing 3 x Deaths and 19 x Injuries.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 5                         , FD Houses     , N/A , N/A    ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1                         , Death         , N/A , N/A    ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 20 , PD Houses , Unknown , Unknown ,"Heavy rains caused 2 x Injured, 7 x FD Houses and 20 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 2 , Injured , Unknown , Unknown ,"Heavy rains caused 2 x Injured, 7 x FD Houses and 20 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1 , PD House , Not specified , Not specified ,Heavy rains caused 4 x Injured and 1 x PD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 4 , Injured , Not specified , Not specified ,Heavy rains caused 4 x Injured and 1 x PD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 2 , Dead , N/A , N/A ,"Heavy rains caused 2 x Deaths, 3 x Injured, 1 x FD House, 6 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 7 , FD Houses , Unknown , Unknown ,"Heavy rains caused 2 x Injured, 7 x FD Houses and 20 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 3 , Injured , N/A , N/A ,"Heavy rains caused 2 x Deaths, 3 x Injured, 1 x FD House, 6 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 6 , PD Houses , N/A , N/A ,"Heavy rains caused 2 x Deaths, 3 x Injured, 1 x FD House, 6 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1                         , Injured                       , Not Mention , Male   ,"Due to heavy rain, following reported: 01x tea-stall damaged, 01x male injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1           , Injured , Child , Unknown ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1           , Dead , Unknown , Female ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1           , Dead , Unknown , Male ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1           , Partially House Damaged , Unknown , Unknown ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , Total , -- , -- ,"01x cattle shed collapsed, 01x male died and 05x males injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 5 , Injured , Adult , Male ,"01x cattle shed collapsed, 01x male died and 05x males injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , Died , Adult , Male ,"01x cattle shed collapsed, 01x male died and 05x males injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2           , Injured   , NA  , Male   ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2           , Injured   , NA  , Female ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 5 , Dead , - , Male ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 4 , Dead , - , Female ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , injured , Adult , Female ,"Due to heavy rain, 01x house partially damaged and 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , partially damaged house , N/A , N/A ,"Due to heavy rain, 01x house partially damaged and 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1           , Dead      , Child, NA     ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2           , Dead      , NA  , Female ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2           , Dead      , NA  , Male   ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 9 , Injured , - , Female ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 25 , Damaged , Unknown , Unknown ,"On 29th July 2022, due to heavy rains, 03x males injured, 04x cattle perished and 06x houses fully & 25 x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 12 , Partially Damaged Houses , Not specified , Not specified ,"Due to heavy rain, 01 male dead and 12x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 2 , Injured , Children , Unknown ,"Due to heavy rains, 02x children injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 1 , Dead , Unknown , Male ,"Due to heavy rain, 01x male dead, 07x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 7 , Partially Damaged Houses , Unknown , Unknown ,"Due to heavy rain, 01x male dead, 07x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 1 , Dead , Not specified , Male ,"Due to heavy rain, 01 male dead and 12x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
             1             ,     Dead      ,  0x ,  Male  ,"Due heavy rains, 01x child drowned in river.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
             01            ,                  Dead                 ,  x  ,  Male  ,"Due heavyrains, 01x child drowned in river.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
        02        ,  Partially damaged , N/A , N/A ,"Due to heavy rains, 02x females injured and 02x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
        02        ,  Injured      , N/A , Female ,"Due to heavy rains, 02x females injured and 02x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 1 , Partially Damaged House , Unknown , Unknown ,"Due to heavy rains, 02x children injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 2 , Dead , 1 Male and 1 Child , Male and Child ,"Due to rains, 01x male and 01x child died.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
          1            ,      Died     ,  Any,  Child ,Due to rains (01 July – 27 July) following were reported:- - 01x child died due to house collapse.,Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
 1               , Injury        , Child , N/A   ,"Due to heavy rain, 01x house partially damaged resulting into death of 02x children and injury of 01x child.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
 2 , Dead , 1 Child & 1 Adult , 1 Male & 1 Not mentioned ,"Due to floods, following were reported: - 01x male and 01x child died due to electrocution.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
 2               , Death         , Children , N/A ,"Due to heavy rain, 01x house partially damaged resulting into death of 02x children and injury of 01x child.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
 1               , Partial Damage , N/A   , N/A    ,"Due to heavy rain, 01x house partially damaged resulting into death of 02x children and injury of 01x child.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
             1             ,             Died            ,  01 ,  Male  ,"Due to flash flood, 01x male died.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
 1               , Dead (male)         , N/A , Male   ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 01                    , Died          , Child , N/A    ,03x males and 01x child died due to electrocution.,Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 03                    , Died          , N/A   , Male   ,03x males and 01x child died due to electrocution.,Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
           15          ,    Damaged    , N/A ,  N/A  ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 1 , Injured , N/A , N/A ,• On (21st July - 22nd July) 04x persons died and 01x injured.,Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 4 , Died , N/A , N/A ,• On (21st July - 22nd July) 04x persons died and 01x injured.,Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 1               , Fully damaged       , N/A , N/A    ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 4               , Partially damaged   , N/A , N/A    ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
2,Injured,Unknown,Male,02x males and 02x females injured due to roof collapse.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
2,Injured,Unknown,Female,02x males and 02x females injured due to roof collapse.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 2 , Injured , Unknown ," 1 Male, 1 Female ",01x male and 01x female injured due to partial house damaged.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
      3       ,   Injured     ,child,  Any   ,"• 01x child died, 02x females and 03x children injured.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
      2       ,   Injured     , Any ,female  ,"• 01x child died, 02x females and 03x children injured.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
      1       ,      Dead     ,child,  Any   ,"• 01x child died, 02x females and 03x children injured.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 03               , Partially Damaged  , N/A , N/A    ,"01x female, 02x children injured, 03x Houses partially damaged due to heavy rains.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 25 , Dead , Not mentioned , Children ,"Due to rains, (1st July – 24th July) 10x males, 06x females & 25x children died.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
             3             ,        injured        ,  -  ,  male  ,"Due to heavy rain, 02x houses partially damaged resulting into 01x male, 02x females injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 3                      , Injured                       , NA  , Female ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 1                      , Injured                       , Child (age not specified) , NA ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 10 , Dead , Not mentioned , Male ,"Due to rains, (1st July – 24th July) 10x males, 06x females & 25x children died.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 6 , Dead , Not mentioned , Female ,"Due to rains, (1st July – 24th July) 10x males, 06x females & 25x children died.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
             2             ,      partially        ,  -  ,   -    ,"Due to heavy rain, 02x houses partially damaged resulting into 01x male, 02x females injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
             3             ,        injured        ,  -  , female ,"Due to heavy rain, 02x houses partially damaged resulting into 01x male, 02x females injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 01                        , fully damaged , NA  , NA     ,"Due to heavy rain, 01x building fully damaged, resulting into death of 02x males & 12x males injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 12                        , injured       , NA  , male   ,"Due to heavy rain, 01x building fully damaged, resulting into death of 02x males & 12x males injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 02                        , dead          , NA  , male   ,"Due to heavy rain, 01x building fully damaged, resulting into death of 02x males & 12x males injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 8                      , Partially damaged houses      , NA  , NA     ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 7                      , Injured                       , NA  , Male   ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 1 , Injured , - , - ,"1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
        1        ,   Death  , N/A ,  N/A   ,1 x Death due to flash flood.,Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1                , PD House (damaged), N/A , N/A    ,"1 x Death, 1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1                , Injured           , N/A , N/A    ,"1 x Death, 1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , PD House due to heavy rains , - , - ,"1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 2               , Injured       , NA  , NA     ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , PD House due to heavy rains , N/A , N/A ,"2 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 2                , Deaths       , NA  , NA     ,"2 x Deaths, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 2 , Injured , N/A , N/A ,"2 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
      1      ,Injured , N/A ,  N/A   ,"1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
      1      ,  N/A   , N/A ,  N/A   ,"1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 2               , PD Houses due to heavy rains. , NA , NA ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
