number of workers affected,type of workers,workers affected working sector,productive asset type,productive asset loss,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 2 , Not specified , Not specified , House , 1PD ,"1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , Injured , Not specified , Not specified , Not specified ,"1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 --- , --- , --- , --- , --- ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 0 , N/A , N/A , N/A , N/A ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 2 , N/A , N/A , N/A , N/A ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 0 , N/A , N/A , PD Houses , 2 ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
---,---,---,---,---,"On 24th July 2022, due to heavy rains, 84x houses partially damaged resulting into 01x child’s death and 05x females injured.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 0 , N/A , N/A , Housing , 84 houses partially damaged ,"On 24th July 2022, due to heavy rains, 84x houses partially damaged resulting into 01x child’s death and 05x females injured.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 1 , Child , N/A , N/A , N/A ,"On 24th July 2022, due to heavy rains, 84x houses partially damaged resulting into 01x child’s death and 05x females injured.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 5 , Female , N/A , N/A , N/A ,"On 24th July 2022, due to heavy rains, 84x houses partially damaged resulting into 01x child’s death and 05x females injured.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 --- , --- , --- , --- , --- ,"Due to heavy rains, 02x houses partially damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 0 , N/A , N/A , Houses , Partial damage to 2 houses ,"Due to heavy rains, 02x houses partially damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
-----------------------,----------------,----------------,-----------------------,--------------------------------,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
           0           ,       N/A      ,       N/A      ,         N/A           ,               N/A              ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
           1           ,    Construction laborer  ,   Construction    ,         Housing           ,            Partial damage           ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
           1           ,    Construction laborer  ,   Construction    ,         Housing           ,            Fully damaged           ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
           1           ,       N/A      ,       N/A      ,         N/A           ,              Male life               ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
------------------,----------------,--------,-----------------------,--------------------------------,"Due to rainfall (13 July – 25 July), 26x houses partially damaged and 47x cattle perished.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
        0         ,       N/A      ,  N/A   ,         Houses        ,              26x               ,"Due to rainfall (13 July – 25 July), 26x houses partially damaged and 47x cattle perished.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
        0         ,     Cattle     , Livestock ,        Cattle         ,              47x               ,"Due to rainfall (13 July – 25 July), 26x houses partially damaged and 47x cattle perished.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 --- , --- , --- , --- , --- ,"Due to heavy rains, following were reported • On 24th July, 04x houses fully damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 0 , N/A , N/A , N/A , N/A ,"Due to heavy rains, following were reported • On 24th July, 04x houses fully damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 4 , Construction workers , Housing , N/A , Full damage to 4 houses ,"Due to heavy rains, following were reported • On 24th July, 04x houses fully damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
----------------------------,----------------,--------,-----------------------,--------------------------------,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
             0              ,       N/A      ,  N/A   ,           N/A         ,              N/A               ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
             1              ,     General    ,  N/A   ,           N/A         ,              N/A               ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
             N/A            ,       N/A      ,  N/A   ,           N/A         ,              N/A               ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
----------------------------,----------------,----------------,-----------------------,--------------------------------,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 5                          , Not specified  , Not specified  , Not specified         , Not specified                  ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2                          , Male           , Not specified  , Not specified         , Not specified                  ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2                          , Female         , Not specified  , Not specified         , Not specified                  ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1                          , Child          , Not specified  , Not specified         , Not specified                  ,"Due to heavy rains, 02x Males, 02x females 01x child died, 02x Males and 02x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 ------------------------------,---------------------,---------------------,------------------------,-------------------------------------,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0                             , N/A                 , N/A                 , House                  , Partial damage                       ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0                             , N/A                 , N/A                 , House                  , 2x partial damage                      ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
---,---,---,---,---,03x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
   0 ,  N/A , N/A , N/A , N/A ,03x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
   N/A ,  N/A , N/A , Houses , Partial damage ,03x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 --- , --- , --- , --- , --- ,"18x houses partially damaged and 01x male, 01 female, 01x child dead and 01x female & 03x children injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0 , N/A , N/A , N/A , N/A ,"18x houses partially damaged and 01x male, 01 female, 01x child dead and 01x female & 03x children injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 5 , 02x adult and 03x children , N/A , N/A , N/A ,"18x houses partially damaged and 01x male, 01 female, 01x child dead and 01x female & 03x children injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 N/A , N/A , Housing , N/A , N/A ,"18x houses partially damaged and 01x male, 01 female, 01x child dead and 01x female & 03x children injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 N/A , N/A , N/A , N/A , 18x houses partially damaged ,"18x houses partially damaged and 01x male, 01 female, 01x child dead and 01x female & 03x children injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 N/A , N/A , N/A , N/A ," 01x male, 01x female, and 01x child dead ","18x houses partially damaged and 01x male, 01 female, 01x child dead and 01x female & 03x children injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 N/A , N/A , N/A , N/A , 01x female and 03x children injured ,"18x houses partially damaged and 01x male, 01 female, 01x child dead and 01x female & 03x children injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
------------------,----------------,--------,----------------------,--------------------------------,"On 26th July 2022, 01x house partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0                , N/A             , N/A     , House                , Partially                        ,"On 26th July 2022, 01x house partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
------------------,----------------,--------,-----------------------,--------------------------------,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
        0         ,       -        ,   -    ,        House          ,         Partially damaged       ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
        2         ,   Not mentioned ,   -    ,          -            ,                -               ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
------------------,----------------,--------,----------------------,--------------------------------,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0                , N/A            , N/A     , House                , Partial Damage                  ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2                , N/A            , N/A     , House                , Partial Damage                  ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 --- , --- , --- , --- , --- ,District Swat.02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0 , N/A , N/A , N/A , N/A ,District Swat.02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 02 , Households , Construction/Real Estate , Homes , Partial Damage ,District Swat.02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
------------------,----------------,--------,----------------------,--------------------------------,25x houses partially damaged and 01x house fully damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0                , N/A            ,N/A    , Houses               ," 25 (partially), 1 (fully)      ",25x houses partially damaged and 01x house fully damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
------------------,----------------,----------------,-----------------------,--------------------------------,"Due to heavy rain, 01x house partially damaged and 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0                , N/A            , N/A            , House                 , Partially damaged              ,"Due to heavy rain, 01x house partially damaged and 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1                , Female         , N/A            , N/A                   , Injured                        ,"Due to heavy rain, 01x house partially damaged and 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 :-------------------------: , :---------------: , :------: , :----------------------: , :---------------------------: ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             18              ,     Males and Females     , Warehouse ,             N/A            ,              N/A              ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             4               ,        Females        , Warehouse ,             N/A            ,              N/A              ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             5               ,         Males         , Warehouse ,             N/A            ,              N/A              ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             9               ,        Females        , Warehouse ,             N/A            ,              N/A              ,"Due to heavy rains, 01x warehouse collapsed resulting into 04x females dead, 05x males and 09x females injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 --- , --- , --- , --- , --- ,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 05 , Males and Females , Housing , N/A , Partial Damage ,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 04 , Males , Housing , N/A , N/A ,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 01 , Female , Housing , N/A , N/A ,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
------------------,----------------,--------,----------------------,--------------------------------,"Due to heavy rain, following reported: 01x tea-stall damaged, 01x male injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1                , Male           , Tea-stall , Not mentioned        , Damaged                        ,"Due to heavy rain, following reported: 01x tea-stall damaged, 01x male injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
---------------------------,----------------,----------------,----------------------,--------------------------------,"01x cattle shed collapsed, 01x male died and 05x males injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             6             ,     Mixed      ,   Agriculture  ,     Cattle Shed      ,           1 (collapsed)        ,"01x cattle shed collapsed, 01x male died and 05x males injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             1             ,       Male     ,   Agriculture  ,                       ,                                 ,"01x cattle shed collapsed, 01x male died and 05x males injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
             5             ,       Male     ,                ,                       ,                                 ,"01x cattle shed collapsed, 01x male died and 05x males injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 --- , --- , --- , --- , --- ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 3 , Not specified , Not specified , House , Partial damage ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2 , 1 male and 1 female , Not specified , Not specified , Death ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , Not specified , Not specified , Not specified , Injury ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 --- , --- , --- , --- , --- ,"Due to rains, 01x house fully damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0 , N/A , N/A , N/A , N/A ,"Due to rains, 01x house fully damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , Homeowner , Housing , House , fully damaged ,"Due to rains, 01x house fully damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
-------------------------,---------------,------,---------------------,------------------------------,"Due to rains, on 27th July 2022, 2x houses fully, 3x houses & 1x cattle farm partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0                       , NA            , NA   , Houses              , 2 fully damaged              ,"Due to rains, on 27th July 2022, 2x houses fully, 3x houses & 1x cattle farm partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0                       , NA            , NA   , Houses              , 3 partially damaged          ,"Due to rains, on 27th July 2022, 2x houses fully, 3x houses & 1x cattle farm partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0                       , NA            , Cattle farming , Cattle farm , 1 partially damaged     ,"Due to rains, on 27th July 2022, 2x houses fully, 3x houses & 1x cattle farm partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 --- , --- , --- , --- , --- ,"Resultantly, 06 houses got partially damaged.",Pakistan,2022-07-26 00:16:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-25-july-2022-morning,
