number of workers affected,type of workers,workers affected working sector,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 2 , Children , Household ,"Through the pre-earthquake population ﬁgures and the ﬁeld observations, an average earthquake-affected household is composed of 5 people – 2 children and 3 adults.",Türkiye,2023-04-14 06:11:59+00:00,Assessment,https://reliefweb.int/report/turkiye/minimum-expenditure-basket-after-earthquake-disaster-turkiye-april-2023,
 5 , Adults , Household ,"Through the pre-earthquake population ﬁgures and the ﬁeld observations, an average earthquake-affected household is composed of 5 people – 2 children and 3 adults.",Türkiye,2023-04-14 06:11:59+00:00,Assessment,https://reliefweb.int/report/turkiye/minimum-expenditure-basket-after-earthquake-disaster-turkiye-april-2023,
 50 , Displacement site workers , Humanitarian ,"Heavy rain had previously flooded at least 50 displacement sites and destroyed or damaged more than 3,000 tents.",Syria,2023-04-13 12:20:12+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-no-7-12-april-2023,
" 2,600,000 ", NA , Shelter/Housing ,"An estimated 2.6 million people are living in tents in formal settlements across earthquake affected areas, while nearly 79,000 are living in container cities.",Türkiye,2023-04-11 23:20:42+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-7-earthquake-3-april-2023,
" 79,000 ", NA , Shelter/Housing ,"An estimated 2.6 million people are living in tents in formal settlements across earthquake affected areas, while nearly 79,000 are living in container cities.",Türkiye,2023-04-11 23:20:42+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-7-earthquake-3-april-2023,
" 298,000 ", Not specified , Building and construction ,"More than 298,000 buildings have been severely damaged or destroyed,4 forcing some 3 million people 5 to relocate, but where people are living is a significant factor in their needs and the type of response they have received.",Türkiye,2023-04-11 11:09:53+00:00,Analysis,https://reliefweb.int/report/turkiye/turkiye-humanitarian-needs-and-response-overview-interim-update-published-11-april-2023-entk,
 1915                           , Children            , N/A                ,"The earthquakes have left many children without a home or parents: at the end of March, 1,915 unaccompanied children have been identified, of whom 1,750 have been reunified with their families.7 Families under stress may resort to negative coping mechanisms affecting children such as child marriage, child labour, removal from school/education, increased cases of abuse targeting children, engagement in high-risk activities or begging.",Türkiye,2023-04-11 11:09:53+00:00,Analysis,https://reliefweb.int/report/turkiye/turkiye-humanitarian-needs-and-response-overview-interim-update-published-11-april-2023-entk,
 1750                           , Children            , N/A                ,"The earthquakes have left many children without a home or parents: at the end of March, 1,915 unaccompanied children have been identified, of whom 1,750 have been reunified with their families.7 Families under stress may resort to negative coping mechanisms affecting children such as child marriage, child labour, removal from school/education, increased cases of abuse targeting children, engagement in high-risk activities or begging.",Türkiye,2023-04-11 11:09:53+00:00,Analysis,https://reliefweb.int/report/turkiye/turkiye-humanitarian-needs-and-response-overview-interim-update-published-11-april-2023-entk,
" 3,000,000 ", Not specified , Not specified ,"More than 298,000 buildings have been severely damaged or destroyed,4 forcing some 3 million people 5 to relocate, but where people are living is a significant factor in their needs and the type of response they have received.",Türkiye,2023-04-11 11:09:53+00:00,Analysis,https://reliefweb.int/report/turkiye/turkiye-humanitarian-needs-and-response-overview-interim-update-published-11-april-2023-entk,
             1           , WFP staff      , N/A    ,"Four women, including one WFP staffer, recount how their families survived the disaster - and what keeps them going 11 April 2023, Neda Mobarra Safa lost her husband and her home.",Syria,2023-04-11 08:45:41+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/fear-and-hunger-two-months-after-turkiye-syria-quakes,
             1           , Unspecified    , N/A    ,"Four women, including one WFP staffer, recount how their families survived the disaster - and what keeps them going 11 April 2023, Neda Mobarra Safa lost her husband and her home.",Syria,2023-04-11 08:45:41+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/fear-and-hunger-two-months-after-turkiye-syria-quakes,
" 100,000 ", Not specified , Not specified ,"Close to 100,000 people have also been newly displaced by the earthquakes and are living in overcrowded camps, which have sub-standard water, sanitation and hygiene systems.",Syria,2023-04-07 09:48:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/800000-children-be-vaccinated-against-measles-and-polio-across-earthquake-stricken-northwest-syria-enar,
" 1,600,000                  ", N/A            , N/A               ,"Approximately 2.4 million people are living in temporary shelters in the earthquake zone, of which around 1.6 million are in scattered temporary settlements.",Türkiye,2023-04-07 09:30:32+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-06042023,
" 2,400,000                  ", N/A            , N/A               ,"Approximately 2.4 million people are living in temporary shelters in the earthquake zone, of which around 1.6 million are in scattered temporary settlements.",Türkiye,2023-04-07 09:30:32+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-06042023,
" 350,000 ", Refugee children , Not specified ,"The earthquakes affected 4 million school-age children, including 350,000 refugee children.",Türkiye,2023-04-07 09:30:32+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-06042023,
" 4,000,000 ", Not specified , Education ,"The earthquakes affected 4 million school-age children, including 350,000 refugee children.",Türkiye,2023-04-07 09:30:32+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-06042023,
 532 , N/A , N/A ,"Updated data from the damage assessment by the Syrian government’s Engineering Syndicate, working closely with UNRWA indicates that 954 Palestine refugee homes were affected in Aleppo, Lattakia and Hama governorates: 139 were severely damaged, 283 partially and 532 had minor damages, mainly cracks.",Syria,2023-04-07 09:15:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-23-06-april-2023,
 139 , N/A , N/A ,"Updated data from the damage assessment by the Syrian government’s Engineering Syndicate, working closely with UNRWA indicates that 954 Palestine refugee homes were affected in Aleppo, Lattakia and Hama governorates: 139 were severely damaged, 283 partially and 532 had minor damages, mainly cracks.",Syria,2023-04-07 09:15:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-23-06-april-2023,
 283 , N/A , N/A ,"Updated data from the damage assessment by the Syrian government’s Engineering Syndicate, working closely with UNRWA indicates that 954 Palestine refugee homes were affected in Aleppo, Lattakia and Hama governorates: 139 were severely damaged, 283 partially and 532 had minor damages, mainly cracks.",Syria,2023-04-07 09:15:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-23-06-april-2023,
 954 , Palestine refugees , Housing ,"Updated data from the damage assessment by the Syrian government’s Engineering Syndicate, working closely with UNRWA indicates that 954 Palestine refugee homes were affected in Aleppo, Lattakia and Hama governorates: 139 were severely damaged, 283 partially and 532 had minor damages, mainly cracks.",Syria,2023-04-07 09:15:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-23-06-april-2023,
" 79,000                    ", Container city , N/A    ,"Türkiye’s Ministry of Interior announced that they have established 345 tent cities and 305 container cities in the earthquake-affected region, adding that 2.6 million people are living in tent cities, while nearly 79 thousand people are living in container cities.",Türkiye,2023-04-06 20:56:16+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-13-6-april-2023-entr,
 2.6 million               , Tent city      , N/A    ,"Türkiye’s Ministry of Interior announced that they have established 345 tent cities and 305 container cities in the earthquake-affected region, adding that 2.6 million people are living in tent cities, while nearly 79 thousand people are living in container cities.",Türkiye,2023-04-06 20:56:16+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-13-6-april-2023-entr,
 79 thousand       , Unknown        , Unknown,"On 5 April, Türkiye’s Ministry of Interior announced that they have established 345 tent cities and 305 container cities in the earthquake-affected region, adding that 2.6 million people are living in tent cities, while nearly 79 thousand people are living in container cities.",Türkiye,2023-04-06 20:56:16+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-13-6-april-2023-entr,
 2.6 million       , Unknown        , Unknown,"On 5 April, Türkiye’s Ministry of Interior announced that they have established 345 tent cities and 305 container cities in the earthquake-affected region, adding that 2.6 million people are living in tent cities, while nearly 79 thousand people are living in container cities.",Türkiye,2023-04-06 20:56:16+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-13-6-april-2023-entr,
