productive asset type,productive asset loss,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 Cattle          , 4 cattle perished               ,(31st July – 01st Aug 2022) 16x houses fully & 37x house partially damaged and 04x cattle perished.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 Residential Properties, 37 partially damaged houses    ,(31st July – 01st Aug 2022) 16x houses fully & 37x house partially damaged and 04x cattle perished.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 Residential Properties, 16 fully damaged houses        ,(31st July – 01st Aug 2022) 16x houses fully & 37x house partially damaged and 04x cattle perished.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 House                  , Partially damaged (5x)          ,05x houses partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 Houses                ," 20 fully, 48 partially damaged ",(26th July- 1st Aug2022) 20x houses fully & 48x house partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 Roads , 950 km ,"536 others have been injured, and more than 36,400 houses were damaged, while more than 24,000 livestock have been lost and more than 950 km of roads damaged.",Pakistan,2022-08-02 10:50:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-pmd-ndma-echo-daily-flash-02-august-2022,
 Houses ," 36,400 ","536 others have been injured, and more than 36,400 houses were damaged, while more than 24,000 livestock have been lost and more than 950 km of roads damaged.",Pakistan,2022-08-02 10:50:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-pmd-ndma-echo-daily-flash-02-august-2022,
 Livestock ," 24,000 ","536 others have been injured, and more than 36,400 houses were damaged, while more than 24,000 livestock have been lost and more than 950 km of roads damaged.",Pakistan,2022-08-02 10:50:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-pmd-ndma-echo-daily-flash-02-august-2022,
 Roads , 42 km damaged ,"As per the PDMA situation report on 25th July 2022 1458 Houses has completed damaged, 215 has partially damaged, 75 large Ruminant has died and 42 KM roads has been damaged.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 N/A , 75 deaths reported ,"As per the PDMA situation report on 25th July 2022 1458 Houses has completed damaged, 215 has partially damaged, 75 large Ruminant has died and 42 KM roads has been damaged.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 Bridges , 3 ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 N/A , 3 ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 Road infrastructures , 388.5 KM ,"Meanwhile, 3,953 houses has been damaged (including 1,417 fully and 2536 partially damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
      Unknown          ,              11                ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
      Unknown          ,            580 KM              ,"Meanwhile, 16698 houses has been damaged (including 15566 fully and 2832 partially damaged), moreover, 580 KM roads infrastructures has vanished and 11 Bridges are collapsed.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 Shops                , 12                             ,"As per NDMA updated report 34,940 houses has been damaged (including 28,226 fully and 6,714 partially
damaged), moreover, 977 KM roads infrastructures has vanished, 61 Bridges are collapsed, 12 shops has been
destructed and 24,420 animals also perished.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 Bridges              , 61                             ,"As per NDMA updated report 34,940 houses has been damaged (including 28,226 fully and 6,714 partially
damaged), moreover, 977 KM roads infrastructures has vanished, 61 Bridges are collapsed, 12 shops has been
destructed and 24,420 animals also perished.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 Road Infrastructures , 977                            ,"As per NDMA updated report 34,940 houses has been damaged (including 28,226 fully and 6,714 partially
damaged), moreover, 977 KM roads infrastructures has vanished, 61 Bridges are collapsed, 12 shops has been
destructed and 24,420 animals also perished.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 Houses               ," 34,940 (fully and partially damaged) ","As per NDMA updated report 34,940 houses has been damaged (including 28,226 fully and 6,714 partially
damaged), moreover, 977 KM roads infrastructures has vanished, 61 Bridges are collapsed, 12 shops has been
destructed and 24,420 animals also perished.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 Houses , 34 partially damaged ,"Due to rain (29th – 30th July 2022), 34x houses partially damaged and 01x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 House ," 1 Fully damaged, 5 Partially damaged ","Due to rain, 01x child died and 01x house fully & 05x houses partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 Livestock , 1 cattle perished ,"Due to rain (29th – 30th July 2022), 34x houses partially damaged and 01x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 House , 1 ,"Due rain, 1 x house collapsed resulting into deaths of 03x males and 07 females, whereas, 02x males injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 Houses               , 3x partially damaged           ,03x houses partially damaged.,Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
,1 partially damaged house,"Due to rain, 01x male dead and 01x house partially & 01 house fully damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
,1 fully damaged house,"Due to rain, 01x male dead and 01x house partially & 01 house fully damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 House , Partial damage to 2 houses ,"Due to rain, 04x males died and 04x females, 01x male injured and 02x house partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 Houses               ," Fully damaged: 7,402          ","More than 29,067 houses have been partially damaged, and another 7,402 houses have been fully damaged.",Pakistan,2022-08-02 04:19:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-emergency-response-balochistan-pakistan-2022-august-1-2022,
 Houses               ," Partially damaged: 29,067     ","More than 29,067 houses have been partially damaged, and another 7,402 houses have been fully damaged.",Pakistan,2022-08-02 04:19:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-emergency-response-balochistan-pakistan-2022-august-1-2022,
 FD Houses            , 14                             ,Heavy rains caused 4 x PD Houses and 14 x FD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 FD Houses , 71 ,Heavy rains induced flooding caused 71 x FD Houses and 79 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 PD Houses , 79 ,Heavy rains induced flooding caused 71 x FD Houses and 79 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 House , 1 (PD) ,Heavy rains caused 4 x Injured and 1 x PD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
       PD Houses       ,                23              ,Heavy rains caused 23 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 PD Houses , 13 ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
        PD House       ,                1               ,Heavy rains caused 1 x PD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 FD Houses , 5 ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 House                 , 1                              ,"Heavy rains caused 2 x Deaths, 3 x Injured, 1 x FD House, 6 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
    FD Houses          ,            5                 ,Heavy rains induced flooding caused 5 x FD Houses and 5 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
    PD Houses          ,             5                ,Heavy rains induced flooding caused 5 x FD Houses and 5 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
         House         ,                1               ,Heavy rains caused 1 x FD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 House                 , 6                              ,"Heavy rains caused 2 x Deaths, 3 x Injured, 1 x FD House, 6 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 PD Houses            , 4                              ,Heavy rains caused 4 x PD Houses and 14 x FD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
     Cattle Shed      ,           1 (collapsed)        ,"01x cattle shed collapsed, 01x male died and 05x males injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 Cattle farm , 1 partially damaged     ,"Due to rains, on 27th July 2022, 2x houses fully, 3x houses & 1x cattle farm partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 Houses              , 3 partially damaged          ,"Due to rains, on 27th July 2022, 2x houses fully, 3x houses & 1x cattle farm partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 Houses              , 2 fully damaged              ,"Due to rains, on 27th July 2022, 2x houses fully, 3x houses & 1x cattle farm partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 House                  , 2x partial damage                      ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 N/A , 18x houses partially damaged ,"18x houses partially damaged and 01x male, 01 female, 01x child dead and 01x female & 03x children injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 N/A ," 01x male, 01x female, and 01x child dead ","18x houses partially damaged and 01x male, 01 female, 01x child dead and 01x female & 03x children injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 N/A , 01x female and 03x children injured ,"18x houses partially damaged and 01x male, 01 female, 01x child dead and 01x female & 03x children injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 Houses               ," 25 (partially), 1 (fully)      ",25x houses partially damaged and 01x house fully damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 Cattle                , 4                              ,"On 29th July 2022, due to heavy rains, 03x males injured, 04x cattle perished and 06x houses fully & 25 x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 House , Partially damaged: 13 ,"Due to heavy rain, 13x houses were partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 Houses                , 6 (fully) and 25 (partially)   ,"On 29th July 2022, due to heavy rains, 03x males injured, 04x cattle perished and 06x houses fully & 25 x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
          N/A          ,               7               ,"Due to heavy rain, 01x male dead, 07x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 N/A                   , Partial damage to 2 houses     ,"Due to heavy rains, 02x females injured and 02x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 Cattle , 02                          ,"Due to heavy rains, 02x cattle perished and 01x cattle farm damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 Cattle Farm , 01                         ,"Due to heavy rains, 02x cattle perished and 01x cattle farm damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 Houses               , 5                               ,"Due to heavy rain, 05x houses fully damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 Houses , Partial damage to 2 houses ,"Due to heavy rains, 02x houses partially damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 N/A , Full damage to 4 houses ,"Due to heavy rains, following were reported • On 24th July, 04x houses fully damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
        Cattle         ,              47x               ,"Due to rainfall (13 July – 25 July), 26x houses partially damaged and 47x cattle perished.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
         Houses        ,              26x               ,"Due to rainfall (13 July – 25 July), 26x houses partially damaged and 47x cattle perished.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 Housing , 84 houses partially damaged ,"On 24th July 2022, due to heavy rains, 84x houses partially damaged resulting into 01x child’s death and 05x females injured.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 Houses               , Partially damaged (3)           ,"01x female, 02x children injured, 03x Houses partially damaged due to heavy rains.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 Housing               , 1                            ,"01x child died, 01x House PD due to heavy rains.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 N/A , 5 Houses ,05x Houses PD due to flash flood.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
         Houses        ,            98x Partially Damaged          ,"98x houses partially damaged and 128x houses fully damaged, while 28x livestock affected.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
         Houses        ,            128x Fully Damaged          ,"98x houses partially damaged and 128x houses fully damaged, while 28x livestock affected.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 school , 2 ,"11x houses partially, 03x fully damaged and 02x schools partially damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 house , 3 ,"11x houses partially, 03x fully damaged and 02x schools partially damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
          House        ,       56 (partially damaged)        ,"Due to floods, 56x houses partially damaged in village Ranwal.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 Houses                , Partially Damaged: 274          ,"Due to rainfall (1st June – 27th July), 274x houses partially damaged, 2030x houses fully damaged and 35753 crop area (Acres) damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 Houses                , Fully Damaged: 2030             ,"Due to rainfall (1st June – 27th July), 274x houses partially damaged, 2030x houses fully damaged and 35753 crop area (Acres) damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 Crop area (Acres)      , Damaged: 35753                  ,"Due to rainfall (1st June – 27th July), 274x houses partially damaged, 2030x houses fully damaged and 35753 crop area (Acres) damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
          House        ,                3               ,"Due to heavy rain, 03x houses damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 House                 , 1                              ,"Due to heavy rain, 01x house damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 house , 11 ,"11x houses partially, 03x fully damaged and 02x schools partially damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
          Houses       ,"             3,080              ","NDMA reports say that overall, 3,080 houses have been fully damaged in all areas.",Pakistan,2022-07-26 01:19:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-flood-emergency-plan-action-epoa-dref-operation-ndeg-mdrpk023,
 Houses               ," 02 Fully Damaged, 15 Affected ",02 houses got fully damaged and 15 houses affected due to enterance of flood water.,Pakistan,2022-07-26 00:16:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-25-july-2022-morning,
       Housing          ,            17          ,"1 x Death, 2 x Injured, 5 x FD Houses, 17 x PD Houses and 14 x Cattle Lost due to heavy rain induced flash flood.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
       Housing          ,            5           ,"1 x Death, 2 x Injured, 5 x FD Houses, 17 x PD Houses and 14 x Cattle Lost due to heavy rain induced flash flood.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 FD Houses , 8 ,"8 x FD Houses, 3 x PD Houses due to heavy rain induced flash flood.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 PD Houses , 2 ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
        Livestock       ,            14          ,"1 x Death, 2 x Injured, 5 x FD Houses, 17 x PD Houses and 14 x Cattle Lost due to heavy rain induced flash flood.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 House , 1PD ,"1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 PD Houses , 3 ,"8 x FD Houses, 3 x PD Houses due to heavy rain induced flash flood.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 Houses , 6 ,6 x Houses PD due to heavy rains.,Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
 Houses , 9 ,9 x Houses PD due to heavy rains.,Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
