Number of Buildings Mentioned,What Happened,Type of Building,housing sector losses reported,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 N/A , N/A , Other , N/A ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 7 , N/A , N/A , N/A ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 3 , N/A , N/A , N/A ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 1 , N/A , N/A , N/A ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 ------------------ , ------------------------------ , ---------------- , --------------------------- ,"Due to rainfall (1st June – 27th July), 274x houses partially damaged, 2030x houses fully damaged and 35753 crop area (Acres) damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 274                , Partially damaged              , Household         , N/A                         ,"Due to rainfall (1st June – 27th July), 274x houses partially damaged, 2030x houses fully damaged and 35753 crop area (Acres) damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 2030               , Fully damaged                   , Residence         , N/A                         ,"Due to rainfall (1st June – 27th July), 274x houses partially damaged, 2030x houses fully damaged and 35753 crop area (Acres) damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 N/A                , Destroyed                       , N/A               , N/A                         ,"Due to rainfall (1st June – 27th July), 274x houses partially damaged, 2030x houses fully damaged and 35753 crop area (Acres) damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 N/A                , N/A                             , N/A               ," 35,753                      ","Due to rainfall (1st June – 27th July), 274x houses partially damaged, 2030x houses fully damaged and 35753 crop area (Acres) damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 --------------------, ---------------- , -------------, -----------------------------,"Due to heavy rain, 03x houses damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 3                   , Damaged          , Household    , Unknown                        ,"Due to heavy rain, 03x houses damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
---------------------,----------------,---------------,-----------------------,"Due to heavy rain, 01x house damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
         01          ,     Damaged    ,   Household  ,           N/A         ,"Due to heavy rain, 01x house damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
-----------------------,-----------------,-----------------------,----------------------------------,"Due to torrential rain, 01x house partially damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 01                   , Partially Damaged , Household          , Not reported                      ,"Due to torrential rain, 01x house partially damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
:------------------:,:-----------------:,:----------------,:------------------------------:,"Due to heavy rain, 13x houses were partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
         13         ,      Partial      ,     Household   ,               N/A              ,"Due to heavy rain, 13x houses were partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 --- , --- , --- , --- ,"On 29th July 2022, due to heavy rains, 03x males injured, 04x cattle perished and 06x houses fully & 25 x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 31  ," 6 fully damaged, 25 partially damaged ", Household , N/A ,"On 29th July 2022, due to heavy rains, 03x males injured, 04x cattle perished and 06x houses fully & 25 x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 3  , N/A , Residence , N/A ,"On 29th July 2022, due to heavy rains, 03x males injured, 04x cattle perished and 06x houses fully & 25 x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 4  , Perished , N/A , N/A ,"On 29th July 2022, due to heavy rains, 03x males injured, 04x cattle perished and 06x houses fully & 25 x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
---------------------,---------------------------------,-----------------,----------------------------------------,"On 29th July 2022, due to heavy rain 16x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 16x                 , Partially Damaged              , Household        , Not Reported                              ,"On 29th July 2022, due to heavy rain 16x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 --- , --- , --- , --- ,"Due to heavy rain, 01 male dead and 12x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 12 , Partially damaged , Household , Unknown ,"Due to heavy rain, 01 male dead and 12x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 1 , Dead , N/A , unknown ,"Due to heavy rain, 01 male dead and 12x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 --- , --- , --- , --- ,"Due to heavy rains, 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 1 , Partially damaged , Household/Residence , Not mentioned ,"Due to heavy rains, 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
,,,,"Due to heavy rains, 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
--------------------,----------------,---------------,--------------------------------,"Due to heavy rains, 01x child injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
         2          ,   1 Partially  ,   Household   ,                N/A             ,"Due to heavy rains, 01x child injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
                    ,    Damaged     ,    Residence  ,                                ,"Due to heavy rains, 01x child injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
                    ,                ,               ,                                ,"Due to heavy rains, 01x child injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
,,,,"Due to heavy rains, 01x child injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 --- , --- , --- , --- ,"Due to heavy rain, 05x houses fully damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 5 , Fully Damaged , Household/Residence , N/A (not mentioned) ,"Due to heavy rain, 05x houses fully damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
---------------------,-------------------,---------------,-----------------------,"01x House FD, 01x House PD due to heavy rain.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
          2          ,      Damaged      ,   Household   ,           N/A         ,"01x House FD, 01x House PD due to heavy rain.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
,,,,"01x House FD, 01x House PD due to heavy rain.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 ------------------ , ----------------- , ------------- , ---------------------- ,05x Houses PD due to flash flood.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 5                  , Damaged           , Household     , N/A                    ,05x Houses PD due to flash flood.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
--------------------,----------------,------------------,--------------------------------,"98x houses partially damaged and 128x houses fully damaged, while 28x livestock affected.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
        98          ,   Partially    ,    Household     ,               N/A              ,"98x houses partially damaged and 128x houses fully damaged, while 28x livestock affected.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
        128         ,     Fully      ,    Household     ,               N/A              ,"98x houses partially damaged and 128x houses fully damaged, while 28x livestock affected.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
        28          ,     N/A        ,    Residence     ,               N/A              ,"98x houses partially damaged and 128x houses fully damaged, while 28x livestock affected.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 --- , --- , --- , --- ,"Heavy rains caused 2 x Deaths, 3 x Injured, 1 x FD House, 6 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 7 ," 2 x Deaths, 3 x Injured "," 1 x FD House, 6 x PD Houses ", Not reported ,"Heavy rains caused 2 x Deaths, 3 x Injured, 1 x FD House, 6 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 --- , --- , --- , --- ,Heavy rains induced flooding caused 71 x FD Houses and 79 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 150 , Damaged , FD & PD Houses , - ,Heavy rains induced flooding caused 71 x FD Houses and 79 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 71 , Damaged , FD Houses , - ,Heavy rains induced flooding caused 71 x FD Houses and 79 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 79 , Damaged , PD Houses , - ,Heavy rains induced flooding caused 71 x FD Houses and 79 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
--------------------,--------------------,-----------------,----------------------,Heavy rains caused 23 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
         23         ,       Damaged      ,     PD House    ,           N/A         ,Heavy rains caused 23 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
---------------------,-------------------------------------,------------------,--------------------------------,"Heavy rains induced flood caused 1 x Death, 1 x Injured, 2 x FD Houses and 8 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
         11          ,"         2 x Damaged, 8 x Destroyed   ",      Household   ,                N/A             ,"Heavy rains induced flood caused 1 x Death, 1 x Injured, 2 x FD Houses and 8 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
,,,,"Heavy rains induced flood caused 1 x Death, 1 x Injured, 2 x FD Houses and 8 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 --- , --- , --- , --- ,Heavy rains caused 4 x PD Houses and 14 x FD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 4 , PD Houses , Damaged , Not reported ,Heavy rains caused 4 x PD Houses and 14 x FD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 14 , FD Houses , Damaged , Not reported ,Heavy rains caused 4 x PD Houses and 14 x FD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
---------------------,--------------------,------------------,-----------------------,Heavy rains caused 1 x PD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
          1          ,       Damaged      ,     PD House     ,           N/A         ,Heavy rains caused 1 x PD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 --- , --- , --- , --- ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 1 , Damaged / Destroyed (unknown) , Household / Residence , N/A ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 5 , Destroyed , FD Houses , N/A ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 13 , Destroyed , PD Houses , N/A ,"Heavy rains caused 1 x Death, 5 x FD Houses and 13 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
:-------------------,:-----------------------,:----------------,:--------------------,Heavy rains induced flooding caused 5 x FD Houses and 5 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 10                  , Damaged and Destroyed    , Household        , Unknown             ,Heavy rains induced flooding caused 5 x FD Houses and 5 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 5                   , Damaged                 , FD House         , Unknown             ,Heavy rains induced flooding caused 5 x FD Houses and 5 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 5                   , Destroyed               , PD House         , Unknown             ,Heavy rains induced flooding caused 5 x FD Houses and 5 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 :------------------: , :-----------------: , :-----------------: , :-----------------------: ,Heavy rains caused 1 x FD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
          1           ,      Damaged      ,       FD House        ,              NA                  ,Heavy rains caused 1 x FD House.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
-------------------,--------,---------------,--------------------------------,Heavy rains caused 2 x FD Houses and 4 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
         6         ,Damaged ,  Household    ,                 -              ,Heavy rains caused 2 x FD Houses and 4 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
         2         ,Destroyed,  FD Houses   ,                 -              ,Heavy rains caused 2 x FD Houses and 4 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
         4         ,Destroyed,  PD Houses   ,                 -              ,Heavy rains caused 2 x FD Houses and 4 x PD Houses.,Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
----------------------,--------------,------------------,----------------------------------,"Due heavy rains, 3 x Injured 2 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 3                      , Injured          , Household           , N/A                                   ,"Due heavy rains, 3 x Injured 2 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
 2                      , Damaged       , Residence             , N/A                                   ,"Due heavy rains, 3 x Injured 2 x PD Houses.",Pakistan,2022-08-01 03:04:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-046-1300-hrs-29th-july-2022-1300-hrs-30th-july-2022,
---------------------,---------------------,--------------,------------------------,"NDMA reports say that overall, 3,080 houses have been fully damaged in all areas.",Pakistan,2022-07-26 01:19:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-flood-emergency-plan-action-epoa-dref-operation-ndeg-mdrpk023,
 3080                , Fully Damaged   , Household , Not Reported                   ,"NDMA reports say that overall, 3,080 houses have been fully damaged in all areas.",Pakistan,2022-07-26 01:19:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-flood-emergency-plan-action-epoa-dref-operation-ndeg-mdrpk023,
:------------------:,:---------------:,:-------------:,:---------------------:,"8 x FD Houses, 3 x PD Houses due to heavy rain induced flash flood.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
         11         ,      Damaged    ,   Household   ,           N/A         ,"8 x FD Houses, 3 x PD Houses due to heavy rain induced flash flood.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
         3          ,     Destroyed   ,   Household   ,           N/A         ,"8 x FD Houses, 3 x PD Houses due to heavy rain induced flash flood.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 --- , --- , --- , --- ,"1 x FD House, 3 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , Damaged , FD House , Unknown ,"1 x FD House, 3 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 3 , Damaged , PD Houses , Unknown ,"1 x FD House, 3 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 --- , --- , --- , --- ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 2 , Damaged , Household , 2 ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 0 , Destroyed , Residence , 0 ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 ------------------ , -------------------- , ---------------- , ----------------------------- ,"On 24th July 2022, due to heavy rains, 84x houses partially damaged resulting into 01x child’s death and 05x females injured.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
