Number of People Mentioned,What Happened,Age,Gender,text,primary_country,date_posted,format,url,NER_extracted_geolocation
" 50,096          ", Died                  , N/A   , N/A    ,"According to the statement of AFAD (Disaster And Emergency Management Presidency), 50,096 people have lost their lives and 107,204 people were injured.",Türkiye,2023-03-23 18:17:20+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-22032023,
" 100,598 ", Suspected Cholera Cases , Not mentioned , Not mentioned ,"As of 4 March, more than 100,598 suspected cholera cases and 104 associated deaths have been reported across all 14 governorates in Syria.",Syria,2023-03-23 12:24:28+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-22-march-2023,Syria
 104 , Associated Deaths , Not mentioned , Not mentioned ,"As of 4 March, more than 100,598 suspected cholera cases and 104 associated deaths have been reported across all 14 governorates in Syria.",Syria,2023-03-23 12:24:28+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-22-march-2023,Syria
" 11,200 ", Injured , Not specified , Not specified ,"In addition, more than 11,200 people have been injured but many have not been able to receive the level of healthcare that they need.",Syria,2023-03-23 12:24:28+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-22-march-2023,
" 5,900 ", Killed , - , - ,"The Overview states that the earthquakes destroyed more than 2,260 buildings, damaged more than 32,000 buildings and killed more than 5,900 people in Syria.",Syria,2023-03-23 12:24:28+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-22-march-2023,Syria
" 32,000 ", Damaged , - , - ,"The Overview states that the earthquakes destroyed more than 2,260 buildings, damaged more than 32,000 buildings and killed more than 5,900 people in Syria.",Syria,2023-03-23 12:24:28+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-22-march-2023,Syria
" 2,260 ", Destroyed , - , - ,"The Overview states that the earthquakes destroyed more than 2,260 buildings, damaged more than 32,000 buildings and killed more than 5,900 people in Syria.",Syria,2023-03-23 12:24:28+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-22-march-2023,Syria
" 350,000 ", Displaced , Not Specified , Not Specified ,"More than 5,900 people have been killed and an estimated 350,000 people are displaced due to the earthquake in Syria.",Syria,2023-03-23 12:24:28+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-22-march-2023,Syria
" 5,900 ", Dead , Not Specified , Not Specified ,"More than 5,900 people have been killed and an estimated 350,000 people are displaced due to the earthquake in Syria.",Syria,2023-03-23 12:24:28+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-22-march-2023,Syria
" 48,000      ", Dead    , N/A , N/A    ,"Over 48,000 people lost their lives, and over 100,000 have been injured making it the deadliest such disaster since the country’s founding 100 years ago and one of the deadliest worldwide during this century.",Türkiye,2023-03-22 13:16:21+00:00,Assessment,https://reliefweb.int/report/turkiye/un-women-brief-earthquakes-turkiye-impacts-and-priorities-women-and-girls-march-20-2023,
" 100,000     ", Injured , N/A , N/A    ,"Over 48,000 people lost their lives, and over 100,000 have been injured making it the deadliest such disaster since the country’s founding 100 years ago and one of the deadliest worldwide during this century.",Türkiye,2023-03-22 13:16:21+00:00,Assessment,https://reliefweb.int/report/turkiye/un-women-brief-earthquakes-turkiye-impacts-and-priorities-women-and-girls-march-20-2023,
" 48,448 ", Died , Not Applicable , Not Applicable ,"“The time limit is wholly arbitrary, creating unnecessary and unjustifiable financial and mental strain on refugees.” On March 13, Turkey’s interior minister estimated that 48,448 people including 6,660 foreigners, the majority of whom were Syrian refugees, died in the February 6 earthquakes in Turkey.",Türkiye,2023-03-22 04:17:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/turkey-suspend-time-limit-travel-outside-quake-zone-entr,Türkiye
" 6,660 ", Died , Not Applicable , Not Applicable ,"“The time limit is wholly arbitrary, creating unnecessary and unjustifiable financial and mental strain on refugees.” On March 13, Turkey’s interior minister estimated that 48,448 people including 6,660 foreigners, the majority of whom were Syrian refugees, died in the February 6 earthquakes in Turkey.",Türkiye,2023-03-22 04:17:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/turkey-suspend-time-limit-travel-outside-quake-zone-entr,Türkiye
" 48,000 ", Dead , Not specified , Not specified ,"The devastating earthquakes killed more than 48,000 people in Türkiye alone, injured more than 115,000 and displaced 2.7 million people with people now living in temporary settlements – including tents.",Türkiye,2023-03-22 01:03:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/well-fast-even-just-bread-and-water-families-turkiye-are-struggling-ahead-first-holy-month-ramadan-after-devastating-earthquakes,Türkiye
" 115,000 ", Injured , Not specified , Not specified ,"The devastating earthquakes killed more than 48,000 people in Türkiye alone, injured more than 115,000 and displaced 2.7 million people with people now living in temporary settlements – including tents.",Türkiye,2023-03-22 01:03:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/well-fast-even-just-bread-and-water-families-turkiye-are-struggling-ahead-first-holy-month-ramadan-after-devastating-earthquakes,Türkiye
 2.7 million , Displaced , Not specified , Not specified ,"The devastating earthquakes killed more than 48,000 people in Türkiye alone, injured more than 115,000 and displaced 2.7 million people with people now living in temporary settlements – including tents.",Türkiye,2023-03-22 01:03:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/well-fast-even-just-bread-and-water-families-turkiye-are-struggling-ahead-first-holy-month-ramadan-after-devastating-earthquakes,Türkiye
"      53,000      ",  Dead  , N/A ,  N/A   ,"More than 53,000 people have died and tens of thousands more have been injured,” Nanaia Mahuta said.",Türkiye,2023-03-21 00:30:06+00:00,News and Press Release,https://reliefweb.int/report/turkiye/further-humanitarian-aid-turkiye-and-syria,
"             48,000        ",                  Dead                , N/A ,   N/A  ,"As of beginning of March, the death toll reported across affected regions stands at close to 48,000.",Türkiye,2023-03-20 18:25:27+00:00,News and Press Release,https://reliefweb.int/report/turkiye/eu-response-earthquakes-turkiye-many-examples-european-solidarity-after-devastating-earthquakes,
" 216,000 ", Relocated to other provinces , N/A , N/A ,"In Türkiye, over 50,000 people were killed and tens of thousands more were injured due to the earthquakes, while over 216,000 people from affected areas have been relocated to other provinces, according to Türkiye’s Disaster and Emergency Management Authority (AFAD).",Türkiye,2023-03-19 11:45:30+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiyesyria-earthquake-joint-situation-report-1-march-20-2023,Türkiye
" 50,000 ", Dead , N/A , N/A ,"In Türkiye, over 50,000 people were killed and tens of thousands more were injured due to the earthquakes, while over 216,000 people from affected areas have been relocated to other provinces, according to Türkiye’s Disaster and Emergency Management Authority (AFAD).",Türkiye,2023-03-19 11:45:30+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiyesyria-earthquake-joint-situation-report-1-march-20-2023,Türkiye
" 55,000               ", Died          , NA  , NA     ,"More than 55,000 people are confirmed to have died in the two countries, with many thousands more still missing.",Türkiye,2023-03-17 19:20:48+00:00,News and Press Release,https://reliefweb.int/report/turkiye/earthquake-survivors-turkiye-count-devastating-toll,
" >55,000              ", Missing       , NA  , NA     ,"More than 55,000 people are confirmed to have died in the two countries, with many thousands more still missing.",Türkiye,2023-03-17 19:20:48+00:00,News and Press Release,https://reliefweb.int/report/turkiye/earthquake-survivors-turkiye-count-devastating-toll,
 4 ," 2 dead, 2 alive "," Mustafa (unknown), Tahir (11 years old) "," Mustafa (male), Tahir (male), brother’s wife (unknown), daughter (unknown) ","His brother’s wife and daughter were pulled alive from the wreckage, but tragically both Mustafa and his 11-year-old son Tahir died in the collapse.",Türkiye,2023-03-17 19:20:48+00:00,News and Press Release,https://reliefweb.int/report/turkiye/earthquake-survivors-turkiye-count-devastating-toll,
 18 , Dead , - , - ,"The floods have caused the death of at least 18 people, as well as damage to around 2,000 homes and workplaces, according to the Ministry of Interior.",Türkiye,2023-03-17 14:48:29+00:00,News and Press Release,https://reliefweb.int/report/turkiye/iom-responds-powerful-floods-needs-deepen-earthquake-affected-communities,
        15        ,      Dead     , N/A ,  N/A   ,"Currently, it Is know that 15 people have lost their lives due to the flood and search and rescue efforts continue for 5 missing people.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
        5         ,     Missing   , N/A ,  N/A   ,"Currently, it Is know that 15 people have lost their lives due to the flood and search and rescue efforts continue for 5 missing people.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
" 48,448 ", Dead , Not specified , Not specified ,"According to the statement of the Minister of Interior on 13 March 2023, 48,448 people have lost their lives, 6,660 of whom were individuals under temporary protection or international protection status holders.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
" 6,660 ", Dead , Not specified , Not specified ,"According to the statement of the Minister of Interior on 13 March 2023, 48,448 people have lost their lives, 6,660 of whom were individuals under temporary protection or international protection status holders.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
" 48,500 ", Dead , Not specified , Not specified ,"As of 12 March, close to 48,500 people had lost their lives in the earthquakes, of whom at least 6,660 were foreign nationals, most of them Syrian.",Türkiye,2023-03-17 08:11:46+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-emergency-response-earthquake-16-march-2023,
" 6,660 ", Dead , Not specified , Not specified ,"As of 12 March, close to 48,500 people had lost their lives in the earthquakes, of whom at least 6,660 were foreign nationals, most of them Syrian.",Türkiye,2023-03-17 08:11:46+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-emergency-response-earthquake-16-march-2023,
" 10,000 ", Dead , Not specified , Not specified ,"This year’s anniversary comes on the heels of a series of devastating earthquakes that claimed the lives of nearly 10,000 Syrians inside the country and across the border in Turkey many of whom sought refuge there after fleeing the Assad regime.",Syria,2023-03-16 20:05:34+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/joint-statement-occasion-12th-anniversary-syrian-uprising,Türkiye
